date,open,high,low,close,volume,0,1,2,3,4
2012-08-02/00:00:00,47.91,48.43,47.0,47.4,8167.0,,,,,
2012-08-05/00:00:00,47.4,48.9,47.0,47.66,7045.0,,,,,
2012-08-06/00:00:00,47.66,47.39,46.65,46.94,18012.0,,,,,
2012-08-07/00:00:00,46.94,48.39,47.0,47.68,4251.0,,,,,
2012-08-08/00:00:00,47.68,47.49,46.76,47.04,575.0,,,,,
2012-08-09/00:00:00,47.04,46.8,46.0,46.23,3481.0,,,,,
2012-08-12/00:00:00,46.23,46.94,44.54,45.65,13275.0,,,,,
2012-08-13/00:00:00,45.65,47.0,44.75,46.21,14858.0,,,,,
2012-08-14/00:00:00,46.21,47.0,45.9,46.41,4493.0,,,,,
2012-08-15/00:00:00,46.41,46.45,45.55,45.82,3940.0,,,,,
2012-08-16/00:00:00,45.82,47.29,45.7,46.7,12598.0,,,,,
2012-08-21/00:00:00,46.7,48.48,46.08,47.42,14891.0,,,,,
2012-08-22/00:00:00,47.42,49.87,46.65,48.65,38438.0,,,,,
2012-08-23/00:00:00,48.65,51.49,49.0,49.87,23357.0,,,,,
2012-08-26/00:00:00,49.87,50.5,48.7,49.33,31673.0,,,,,
2012-08-27/00:00:00,49.33,50.28,49.05,49.78,14725.0,,,,,
2012-08-28/00:00:00,49.78,52.44,50.0,51.11,59085.0,,,,,
2012-08-29/00:00:00,51.11,54.0,51.25,52.91,52954.0,,,,,
2012-08-30/00:00:00,52.91,54.8,52.61,53.66,40524.0,,,,,
2012-09-02/00:00:00,53.66,54.5,52.68,53.46,31166.0,,,,,
2012-09-03/00:00:00,53.46,53.97,52.0,53.0,32779.0,,,,,
2012-09-04/00:00:00,53.0,54.0,51.01,52.44,41188.0,,,,,
2012-09-05/00:00:00,52.44,53.0,51.0,51.94,23571.0,,,,,
2012-09-06/00:00:00,51.94,54.0,52.51,53.34,44019.0,,,,,
2012-09-09/00:00:00,53.34,54.0,52.0,52.46,30027.0,,,,,
2012-09-10/00:00:00,52.46,55.47,51.75,54.05,57051.0,,,,,
2012-09-11/00:00:00,54.05,57.5,54.51,56.25,51354.0,,,,,
2012-09-12/00:00:00,56.25,56.9,52.62,54.57,36537.0,,,,,
2012-09-13/00:00:00,54.57,54.4,52.51,53.66,40272.0,,,,,
2012-09-16/00:00:00,53.66,56.3,53.91,54.92,37795.0,,,,,
2012-09-17/00:00:00,54.92,55.05,52.05,53.55,35213.0,,,,,
2012-09-18/00:00:00,53.55,54.54,52.5,53.27,19817.0,,,,,
2012-09-19/00:00:00,53.27,55.3,51.01,52.94,56038.0,,,,,
2012-09-20/00:00:00,52.94,52.95,50.01,50.87,22203.0,,,,,
2012-09-23/00:00:00,50.87,52.0,50.3,51.04,15283.0,,,,,
2012-09-24/00:00:00,51.04,51.0,49.15,50.3,14897.0,,,,,
2012-09-25/00:00:00,50.3,52.48,50.57,51.82,21100.0,,,,,
2012-09-26/00:00:00,51.82,53.0,50.66,51.99,22087.0,,,,,
2012-09-27/00:00:00,51.99,52.41,50.26,51.27,14781.0,,,,,
2012-09-30/00:00:00,51.27,51.25,49.6,50.46,14529.0,,,,,
2012-10-01/00:00:00,50.46,50.9,46.1,48.24,11202.0,,,,,
2012-10-02/00:00:00,48.24,48.25,45.57,46.77,11952.0,,,,,
2012-10-03/00:00:00,46.77,48.47,46.01,47.26,10165.0,,,,,
2012-10-04/00:00:00,47.26,48.0,46.33,47.27,6776.0,,,,,
2012-10-08/00:00:00,47.27,48.43,44.01,45.24,19328.0,,,,,
2012-10-09/00:00:00,45.24,46.89,44.5,45.3,12430.0,,,,,
2012-10-10/00:00:00,45.3,47.42,45.87,46.67,14111.0,,,,,
2012-10-11/00:00:00,46.67,46.78,45.5,46.13,9235.0,,,,,
2012-10-14/00:00:00,46.13,47.47,45.0,46.07,15138.0,,,,,
2012-10-15/00:00:00,46.07,46.4,44.54,45.37,9646.0,,,,,
2012-10-16/00:00:00,45.37,45.47,43.51,44.64,6325.0,,,,,
2012-10-17/00:00:00,44.64,48.95,45.21,47.3,31975.0,,,,,
2012-10-18/00:00:00,47.3,47.2,46.05,46.69,11904.0,,,,,
2012-10-21/00:00:00,46.69,46.0,44.95,45.3,9925.0,,,,,
2012-10-22/00:00:00,45.3,46.5,44.75,45.38,13653.0,,,,,
2012-10-23/00:00:00,45.38,45.82,44.75,45.56,6170.0,,,,,
2012-10-24/00:00:00,45.56,47.5,46.0,46.73,20515.0,,,,,
2012-10-29/00:00:00,46.73,47.98,46.35,47.05,10857.0,,,,,
2012-10-30/00:00:00,47.05,47.65,45.8,46.74,19611.0,,,,,
2012-10-31/00:00:00,46.74,46.5,45.2,45.92,11340.0,,,,,
2012-11-01/00:00:00,45.92,46.5,44.56,45.27,11375.0,,,,,
2012-11-04/00:00:00,45.27,44.51,41.21,43.09,11594.0,,,,,
2012-11-05/00:00:00,43.09,43.6,41.3,42.69,9046.0,,,,,
2012-11-06/00:00:00,42.69,44.16,42.75,43.52,6084.0,,,,,
2012-11-07/00:00:00,43.52,44.35,42.75,43.35,9070.0,,,,,
2012-11-08/00:00:00,43.35,44.8,42.8,43.83,10990.0,,,,,
2012-11-11/00:00:00,43.83,44.0,43.02,43.48,3727.0,,,,,
2012-11-12/00:00:00,43.48,44.35,42.8,43.54,7145.0,,,,,
2012-11-13/00:00:00,43.54,45.39,43.83,44.55,8932.0,,,,,
2012-11-14/00:00:00,44.55,45.2,43.06,44.03,9387.0,,,,,
2012-11-18/00:00:00,44.03,42.64,40.0,41.4,10029.0,,,,,
2012-11-19/00:00:00,41.4,44.57,38.07,40.22,11747.0,,,,,
2012-11-20/00:00:00,40.22,40.9,38.0,39.15,17331.0,,,,,
2012-11-21/00:00:00,39.15,41.14,38.31,39.26,8489.0,,,,,
2012-11-22/00:00:00,39.26,39.98,38.6,39.06,9800.0,,,,,
2012-11-25/00:00:00,39.06,37.0,35.16,35.3,6273.0,,,,,
2012-11-26/00:00:00,35.3,37.0,32.25,35.01,5197.0,,,,,
2012-11-27/00:00:00,35.01,35.0,34.0,34.59,8413.0,,,,,
2012-11-28/00:00:00,34.59,34.0,31.7,32.5,9416.0,,,,,
2012-11-29/00:00:00,32.5,32.9,31.1,32.2,14713.0,,,,,
2012-12-02/00:00:00,32.2,34.5,32.28,33.1,5991.0,,,,,
2012-12-03/00:00:00,33.1,33.2,32.1,32.95,9284.0,,,,,
2012-12-04/00:00:00,32.95,34.98,33.51,34.2,9562.0,,,,,
2012-12-05/00:00:00,34.2,35.42,34.0,34.63,20826.0,,,,,
2012-12-06/00:00:00,34.63,34.6,32.6,33.64,8000.0,,,,,
2012-12-09/00:00:00,33.64,35.49,34.4,34.4,5551.0,,,,,
2012-12-10/00:00:00,34.83,34.5,33.5,34.0,4830.0,,,,,
2012-12-11/00:00:00,33.99,34.1,33.35,33.62,1705.0,,,,,
2012-12-12/00:00:00,33.62,35.95,34.3,35.39,8896.0,,,,,
2012-12-13/00:00:00,35.39,36.89,35.0,35.85,9614.0,,,,,
2012-12-16/00:00:00,35.85,38.46,35.5,37.65,7666.0,,,,,
2012-12-17/00:00:00,37.65,37.95,35.21,36.22,6218.0,,,,,
2012-12-18/00:00:00,36.22,37.34,35.55,36.71,5312.0,,,,,
2012-12-19/00:00:00,36.71,37.74,36.75,37.32,4471.0,,,,,
2012-12-20/00:00:00,37.32,38.24,36.71,37.55,9281.0,,,,,
2012-12-23/00:00:00,37.55,38.0,35.81,36.61,10650.0,,,,,
2012-12-24/00:00:00,36.61,36.5,35.7,36.24,3837.0,,,,,
2012-12-25/00:00:00,36.24,36.99,34.0,35.24,12202.0,,,,,
2012-12-26/00:00:00,35.24,35.5,34.01,34.35,2405.0,,,,,
2012-12-27/00:00:00,34.35,36.46,35.0,35.82,13421.0,,,,,
2012-12-30/00:00:00,35.82,36.26,35.01,35.7,6465.0,,,,,
2012-12-31/00:00:00,35.7,35.5,34.61,35.1,5703.0,,,,,
2013-01-02/00:00:00,35.1,36.93,35.99,36.22,6015.0,,,,,
2013-01-03/00:00:00,36.22,36.7,35.59,36.13,16965.0,,,,,
2013-01-06/00:00:00,36.13,37.5,36.0,36.63,15891.0,,,,,
2013-01-08/00:00:00,36.63,37.25,36.33,36.85,7165.0,,,,,
2013-01-09/00:00:00,36.85,37.5,36.15,36.68,12485.0,,,,,
2013-01-10/00:00:00,36.68,36.5,35.49,35.83,10952.0,,,,,
2013-01-13/00:00:00,35.83,36.0,34.55,35.01,7667.0,,,,,
2013-01-14/00:00:00,35.01,35.93,34.63,34.99,6785.0,,,,,
2013-01-15/00:00:00,34.99,34.5,33.15,33.79,7722.0,,,,,
2013-01-16/00:00:00,33.79,34.49,33.21,33.91,2536.0,,,,,
2013-01-17/00:00:00,33.91,33.66,33.0,33.16,6836.0,,,,,
2013-01-20/00:00:00,33.16,33.0,30.49,31.54,8031.0,,,,,
2013-01-21/00:00:00,31.54,31.39,29.85,30.37,9809.0,,,,,
2013-01-22/00:00:00,30.37,32.49,31.0,31.72,5803.0,,,,,
2013-01-23/00:00:00,31.72,33.3,31.9,32.46,14636.0,,,,,
2013-01-27/00:00:00,32.46,33.0,32.1,32.35,6343.0,,,,,
2013-01-28/00:00:00,32.35,32.02,30.79,31.4,6744.0,,,,,
2013-01-29/00:00:00,31.4,31.37,30.0,30.25,8951.0,,,,,
2013-01-30/00:00:00,30.25,31.62,30.5,31.07,5015.0,,,,,
2013-01-31/00:00:00,31.07,32.18,31.45,31.78,13201.0,,,,,
2013-02-03/00:00:00,31.78,33.41,32.65,33.18,7837.0,,,,,
2013-02-04/00:00:00,33.18,33.85,32.56,33.17,7616.0,,,,,
2013-02-05/00:00:00,33.17,33.4,32.52,32.81,9777.0,,,,,
2013-02-06/00:00:00,32.81,33.9,31.95,32.92,15113.0,,,,,
2013-02-07/00:00:00,32.92,33.8,32.92,33.26,6179.0,,,,,
2013-02-10/00:00:00,33.26,33.5,32.86,33.12,4959.0,,,,,
2013-02-11/00:00:00,33.12,33.0,32.33,32.76,1180.0,,,,,
2013-02-12/00:00:00,32.76,35.2,32.94,34.37,17160.0,,,,,
2013-02-13/00:00:00,34.37,34.4,33.51,33.93,5025.0,,,,,
2013-02-14/00:00:00,33.93,34.2,33.07,33.78,6433.0,,,,,
2013-02-17/00:00:00,33.78,34.13,33.27,33.54,1957.0,,,,,
2013-02-18/00:00:00,33.54,34.0,32.5,33.1,7742.0,,,,,
2013-02-19/00:00:00,33.1,32.75,32.0,32.28,2166.0,,,,,
2013-02-20/00:00:00,32.28,32.8,31.56,31.79,5006.0,,,,,
2013-02-21/00:00:00,31.79,32.55,31.79,31.79,205.0,,,,,
2013-02-24/00:00:00,31.79,31.6,30.89,31.06,3999.0,,,,,
2013-02-25/00:00:00,31.06,32.0,31.0,31.44,4770.0,,,,,
2013-02-26/00:00:00,31.44,31.45,30.5,30.88,3620.0,,,,,
2013-02-27/00:00:00,30.88,31.02,30.5,30.86,4891.0,,,,,
2013-02-28/00:00:00,30.86,31.9,30.56,30.91,2896.0,,,,,
2013-03-03/00:00:00,30.91,30.55,29.5,30.07,5200.0,,,,,
2013-03-04/00:00:00,30.07,29.5,28.05,28.41,6608.0,,,,,
2013-03-05/00:00:00,28.41,29.0,28.0,28.19,3055.0,,,,,
2013-03-06/00:00:00,28.19,29.1,28.03,28.3,2685.0,,,,,
2013-03-07/00:00:00,28.3,29.35,28.51,28.84,4214.0,,,,,
2013-03-10/00:00:00,28.84,29.33,28.61,29.04,3780.0,,,,,
2013-03-11/00:00:00,29.04,29.57,29.01,29.26,1099.0,,,,,
2013-03-12/00:00:00,29.26,29.1,28.82,28.97,3175.0,,,,,
2013-03-13/00:00:00,28.97,28.97,28.11,28.51,6311.0,,,,,
2013-03-14/00:00:00,28.51,28.7,28.2,28.48,2026.0,,,,,
2013-03-17/00:00:00,28.48,28.6,28.31,28.41,1735.0,,,,,
2013-03-18/00:00:00,28.41,28.89,28.13,28.3,3155.0,,,,,
2013-03-19/00:00:00,28.3,28.6,28.11,28.2,2275.0,,,,,
2013-03-20/00:00:00,28.2,28.4,27.13,27.59,5190.0,,,,,
2013-03-21/00:00:00,27.59,28.5,27.75,28.03,2970.0,,,,,
2013-03-24/00:00:00,28.03,28.4,28.0,28.23,600.0,,,,,
2013-03-25/00:00:00,28.23,28.25,27.33,27.74,1485.0,,,,,
2013-03-26/00:00:00,27.74,27.11,26.02,26.34,6705.0,,,,,
2013-03-27/00:00:00,26.34,27.0,26.12,26.54,836.0,,,,,
2013-03-28/00:00:00,26.54,26.1,25.0,25.32,14180.0,,,,,
2013-03-31/00:00:00,25.32,26.0,24.13,24.71,8561.0,,,,,
2013-04-01/00:00:00,24.71,25.3,24.1,24.46,2448.0,,,,,
2013-04-02/00:00:00,24.46,24.9,24.11,24.32,1743.0,,,,,
2013-04-03/00:00:00,24.32,24.3,23.81,24.03,4457.0,,,,,
2013-04-04/00:00:00,24.03,24.8,23.7,24.11,5583.0,,,,,
2013-04-07/00:00:00,24.11,24.98,23.65,24.1,1564.0,,,,,
2013-04-08/00:00:00,24.1,25.0,24.03,24.82,2305.0,,,,,
2013-04-09/00:00:00,24.82,25.72,24.73,25.14,3687.0,,,,,
2013-04-10/00:00:00,25.14,25.76,24.33,25.31,3654.0,,,,,
2013-04-11/00:00:00,25.31,26.35,25.55,26.13,6622.0,,,,,
2013-04-14/00:00:00,26.13,26.88,26.03,26.39,5034.0,,,,,
2013-04-15/00:00:00,26.39,25.8,25.55,25.61,2235.0,,,,,
2013-04-16/00:00:00,25.61,26.19,25.5,25.83,1045.0,,,,,
2013-04-17/00:00:00,25.83,25.6,24.85,25.24,3320.0,,,,,
2013-04-18/00:00:00,25.24,25.66,24.55,25.12,2030.0,,,,,
2013-04-21/00:00:00,25.12,26.0,24.81,25.23,5640.0,,,,,
2013-04-22/00:00:00,25.23,25.25,24.53,24.66,2940.0,,,,,
2013-04-23/00:00:00,24.66,25.5,24.69,24.95,1072.0,,,,,
2013-04-24/00:00:00,24.95,25.0,24.25,24.76,3049.0,,,,,
2013-04-28/00:00:00,24.76,24.7,24.58,24.63,646.0,,,,,
2013-04-29/00:00:00,24.64,25.0,24.02,24.42,5342.0,,,,,
2013-04-30/00:00:00,24.42,24.68,24.04,24.21,2520.0,,,,,
2013-05-02/00:00:00,24.21,24.8,24.24,24.43,1700.0,,,,,
2013-05-07/00:00:00,24.43,25.7,24.24,25.31,10298.0,,,,,
2013-05-08/00:00:00,25.31,27.84,25.5,27.19,14531.0,,,,,
2013-05-09/00:00:00,27.19,29.9,28.11,29.31,31279.0,,,,,
2013-05-14/00:00:00,29.31,32.14,29.48,30.79,60929.0,,,,,
2013-05-15/00:00:00,30.79,32.0,29.52,30.33,24939.0,,,,,
2013-05-16/00:00:00,30.33,30.0,28.07,28.67,20154.0,,,,,
2013-05-19/00:00:00,28.67,29.79,28.1,28.7,10844.0,,,,,
2013-05-20/00:00:00,28.7,28.76,27.81,28.17,16702.0,,,,,
2013-05-21/00:00:00,28.17,29.0,27.47,28.48,6000.0,,,,,
2013-05-22/00:00:00,28.48,29.0,27.5,28.23,7936.0,,,,,
2013-05-23/00:00:00,28.23,28.46,27.2,27.45,5390.0,,,,,
2013-05-26/00:00:00,27.45,28.33,27.0,27.16,5159.0,,,,,
2013-05-27/00:00:00,27.16,27.18,26.31,26.77,2506.0,,,,,
2013-05-28/00:00:00,26.77,27.38,26.0,26.15,7200.0,,,,,
2013-05-29/00:00:00,26.15,25.22,24.37,25.12,4887.0,,,,,
2013-05-30/00:00:00,25.12,25.75,24.01,24.93,2842.0,,,,,
2013-06-02/00:00:00,24.93,25.99,24.53,24.7,1496.0,,,,,
2013-06-03/00:00:00,24.7,24.24,23.63,23.85,4704.0,,,,,
2013-06-04/00:00:00,23.85,23.05,21.74,22.23,4363.0,,,,,
2013-06-05/00:00:00,22.23,20.73,20.01,20.11,9161.0,,,,,
2013-06-06/00:00:00,20.11,20.0,18.6,19.54,3388.0,,,,,
2013-06-09/00:00:00,19.54,19.32,17.65,18.43,4488.0,,,,,
2013-06-10/00:00:00,18.43,18.0,16.59,16.72,14778.0,,,,,
2013-06-11/00:00:00,16.72,17.4,15.12,15.88,4954.0,,,,,
2013-06-12/00:00:00,15.88,15.07,14.3,14.39,6881.0,,,,,
2013-06-13/00:00:00,14.39,15.39,14.3,15.12,5620.0,,,,,
2013-06-16/00:00:00,15.12,15.47,14.3,14.98,4296.0,,,,,
2013-06-17/00:00:00,14.98,16.24,14.51,15.34,9651.0,,,,,
2013-06-18/00:00:00,15.34,16.25,15.17,15.71,4159.0,,,,,
2013-06-19/00:00:00,15.71,15.53,15.0,15.28,5765.0,,,,,
2013-06-20/00:00:00,15.28,15.78,14.6,15.33,4705.0,,,,,
2013-06-23/00:00:00,15.33,16.23,14.51,15.01,4875.0,,,,,
2013-06-24/00:00:00,15.01,16.1,15.24,15.59,3067.0,,,,,
2013-06-25/00:00:00,15.59,16.25,15.25,15.9,12876.0,,,,,
2013-06-26/00:00:00,15.9,16.0,15.5,15.72,2820.0,,,,,
2013-06-27/00:00:00,15.72,16.3,15.8,16.16,2495.0,,,,,
2013-06-30/00:00:00,16.16,17.0,15.47,16.6,8500.0,,,,,
2013-07-02/00:00:00,16.6,18.26,17.99,18.2,12706.0,,,,,
2013-07-03/00:00:00,18.2,20.02,17.27,19.37,20085.0,,,,,
2013-07-04/00:00:00,19.37,21.3,21.3,21.3,500.0,,,,,
2013-07-07/00:00:00,21.3,23.43,21.42,23.14,27516.0,,,,,
2013-07-08/00:00:00,23.14,24.0,21.3,22.08,20363.0,,,,,
2013-07-09/00:00:00,22.08,24.28,23.28,24.21,12785.0,,,,,
2013-07-10/00:00:00,24.21,26.36,25.0,25.43,13764.0,,,,,
2013-07-11/00:00:00,25.43,26.3,23.77,24.81,14311.0,,,,,
2013-07-14/00:00:00,24.81,25.69,24.0,24.6,8218.0,,,,,
2013-07-15/00:00:00,24.6,25.6,22.5,24.6,11158.0,,,,,
2013-07-16/00:00:00,24.6,25.87,25.05,25.56,6121.0,,,,,
2013-07-17/00:00:00,25.56,27.48,24.62,25.5,17641.0,,,,,
2013-07-18/00:00:00,25.5,25.88,24.7,25.07,800.0,,,,,
2013-07-21/00:00:00,25.07,25.5,24.87,25.05,6751.0,,,,,
2013-07-22/00:00:00,25.05,25.5,24.77,25.09,5587.0,,,,,
2013-07-24/00:00:00,25.09,26.98,23.11,25.87,40171.0,,,,,
2013-07-25/00:00:00,25.87,26.07,24.25,25.49,7089.0,,,,,
2013-07-28/00:00:00,25.49,26.7,24.7,25.09,9570.0,,,,,
2013-07-29/00:00:00,25.09,25.25,24.5,24.85,5156.0,,,,,
2013-07-30/00:00:00,24.85,25.0,24.51,24.62,9145.0,,,,,
2013-07-31/00:00:00,24.62,24.51,24.05,24.48,1225.0,,,,,
2013-08-01/00:00:00,24.48,25.0,24.61,24.95,8983.0,,,,,
2013-08-04/00:00:00,24.95,25.94,24.72,25.43,2800.0,,,,,
2013-08-05/00:00:00,25.43,25.75,24.85,25.37,8853.0,,,,,
2013-08-06/00:00:00,25.37,25.45,24.93,25.12,1513.0,,,,,
2013-08-07/00:00:00,25.12,25.5,24.01,24.56,8733.0,,,,,
2013-08-12/00:00:00,24.56,24.94,22.85,23.92,3247.0,,,,,
2013-08-13/00:00:00,23.92,26.15,24.8,25.44,8900.0,,,,,
2013-08-14/00:00:00,25.44,25.98,23.53,24.32,10360.0,,,,,
2013-08-18/00:00:00,24.32,24.77,23.27,23.89,5739.0,,,,,
2013-08-19/00:00:00,23.89,24.79,23.5,24.22,9799.0,,,,,
2013-08-20/00:00:00,24.22,25.01,24.6,24.95,3975.0,,,,,
2013-08-21/00:00:00,24.95,26.8,24.99,25.87,21827.0,,,,,
2013-08-22/00:00:00,25.87,27.79,26.17,26.94,25177.0,,,,,
2013-08-25/00:00:00,26.94,27.49,26.08,26.79,18490.0,,,,,
2013-08-26/00:00:00,26.79,27.4,26.1,26.41,10101.0,,,,,
2013-08-27/00:00:00,26.41,26.1,24.66,25.31,11047.0,,,,,
2013-08-28/00:00:00,25.31,24.57,23.8,24.02,14602.0,,,,,
2013-08-29/00:00:00,24.02,25.25,24.78,24.96,9173.0,,,,,
2013-09-01/00:00:00,24.96,26.0,24.8,25.41,8395.0,,,,,
2013-09-02/00:00:00,25.41,25.63,24.25,25.16,16838.0,,,,,
2013-09-03/00:00:00,25.16,27.39,24.78,26.47,66829.0,,,,,
2013-09-04/00:00:00,26.47,26.8,25.74,26.02,9345.0,,,,,
2013-09-05/00:00:00,26.02,27.1,25.02,26.21,31342.0,,,,,
2013-09-08/00:00:00,26.21,27.48,26.18,26.93,29929.0,,,,,
2013-09-09/00:00:00,26.93,28.8,26.21,27.76,35998.0,,,,,
2013-09-10/00:00:00,27.76,29.0,28.0,28.44,36608.0,,,,,
2013-09-11/00:00:00,28.43,29.15,28.0,28.6,44521.0,,,,,
2013-09-12/00:00:00,28.6,28.6,27.61,27.99,17913.0,,,,,
2013-09-15/00:00:00,27.99,29.25,27.84,28.3,39609.0,,,,,
2013-09-16/00:00:00,28.3,29.0,28.0,28.47,29576.0,,,,,
2013-09-17/00:00:00,28.47,29.5,27.65,28.25,13356.0,,,,,
2013-09-18/00:00:00,28.25,29.5,27.8,28.84,38902.0,,,,,
2013-09-19/00:00:00,28.84,29.99,28.59,29.24,18350.0,,,,,
2013-09-22/00:00:00,29.24,31.33,29.77,30.59,28283.0,,,,,
2013-09-23/00:00:00,30.59,30.5,29.77,30.08,16005.0,,,,,
2013-09-24/00:00:00,30.08,30.0,28.61,29.12,14140.0,,,,,
2013-09-25/00:00:00,29.12,29.76,28.21,28.74,10093.0,,,,,
2013-09-26/00:00:00,28.74,31.0,29.79,30.51,23511.0,,,,,
2013-09-29/00:00:00,30.51,31.0,29.0,29.7,17447.0,,,,,
2013-09-30/00:00:00,29.7,32.48,29.11,31.48,45956.0,,,,,
2013-10-01/00:00:00,31.48,34.62,32.5,34.44,43244.0,,,,,
2013-10-02/00:00:00,34.44,37.88,34.62,37.22,74448.0,,,,,
2013-10-03/00:00:00,37.22,38.8,36.5,37.46,33738.0,,,,,
2013-10-07/00:00:00,37.46,41.19,38.3,39.57,39592.0,,,,,
2013-10-08/00:00:00,39.57,41.5,39.0,40.13,39379.0,,,,,
2013-10-09/00:00:00,40.13,43.0,40.0,42.12,41889.0,,,,,
2013-10-10/00:00:00,42.12,44.21,42.1,43.11,45797.0,,,,,
2013-10-13/00:00:00,43.11,44.3,42.0,43.04,47838.0,,,,,
2013-10-20/00:00:00,43.04,44.97,42.05,43.25,45229.0,,,,,
2013-10-21/00:00:00,43.25,43.5,41.0,42.05,52434.0,,,,,
2013-10-22/00:00:00,42.05,43.8,42.0,42.88,63241.0,,,,,
2013-10-23/00:00:00,42.88,44.2,41.81,43.08,47144.0,,,,,
2013-10-24/00:00:00,43.08,43.5,41.0,42.05,25521.0,,,,,
2013-10-27/00:00:00,42.05,42.0,39.11,40.62,48740.0,,,,,
2013-10-28/00:00:00,40.62,40.5,38.05,39.12,32588.0,,,,,
2013-10-29/00:00:00,39.12,40.95,38.0,39.85,26650.0,,,,,
2013-10-30/00:00:00,39.85,40.9,38.2,39.1,32024.0,,,,,
2013-10-31/00:00:00,39.1,40.0,37.33,38.22,17775.0,,,,,
2013-11-03/00:00:00,38.22,39.29,37.79,38.17,7560.0,,,,,
2013-11-04/00:00:00,38.17,39.9,38.26,39.3,15750.0,,,,,
2013-11-06/00:00:00,39.3,41.0,39.11,40.28,23647.0,,,,,
2013-11-07/00:00:00,40.28,39.97,38.03,38.96,22676.0,,,,,
2013-11-10/00:00:00,38.96,39.66,38.0,38.8,34338.0,,,,,
2013-11-11/00:00:00,38.8,39.0,37.61,38.32,13151.0,,,,,
2013-11-12/00:00:00,38.32,39.35,36.6,37.52,15962.0,,,,,
2013-11-13/00:00:00,37.52,39.39,35.57,38.33,29125.0,,,,,
2013-11-14/00:00:00,38.33,38.08,36.75,37.38,8760.0,,,,,
2013-11-17/00:00:00,37.38,38.0,36.52,36.95,13922.0,,,,,
2013-11-18/00:00:00,36.95,37.5,36.56,37.0,17107.0,,,,,
2013-11-19/00:00:00,37.0,38.0,36.8,37.27,13066.0,,,,,
2013-11-20/00:00:00,37.27,38.21,36.21,37.02,12254.0,,,,,
2013-11-21/00:00:00,37.02,37.85,36.53,37.24,11481.0,,,,,
2013-11-24/00:00:00,37.24,37.9,36.66,37.24,12926.0,,,,,
2013-11-25/00:00:00,37.24,37.78,35.35,36.08,22393.0,,,,,
2013-11-26/00:00:00,36.08,37.33,35.25,36.51,18697.0,,,,,
2013-11-27/00:00:00,36.51,38.1,35.71,36.97,26271.0,,,,,
2013-11-28/00:00:00,36.97,37.49,35.8,36.54,17042.0,,,,,
2013-12-01/00:00:00,36.54,36.5,35.69,35.92,13622.0,,,,,
2013-12-02/00:00:00,35.92,36.0,34.6,35.3,11668.0,,,,,
2013-12-03/00:00:00,35.3,34.81,34.01,34.65,4223.0,,,,,
2013-12-04/00:00:00,34.65,35.95,34.36,34.97,8917.0,,,,,
2013-12-05/00:00:00,34.97,34.88,34.2,34.41,3805.0,,,,,
2013-12-08/00:00:00,34.41,35.7,34.01,34.75,12378.0,,,,,
2013-12-09/00:00:00,34.75,34.47,33.7,33.94,12870.0,,,,,
2013-12-10/00:00:00,33.94,34.32,33.25,33.64,4247.0,,,,,
2013-12-11/00:00:00,33.64,33.66,33.4,33.52,8188.0,,,,,
2013-12-12/00:00:00,33.52,34.97,34.0,34.61,9714.0,,,,,
2013-12-15/00:00:00,34.61,35.0,33.08,34.24,11519.0,,,,,
2013-12-16/00:00:00,34.24,34.3,33.2,33.53,4179.0,,,,,
2013-12-17/00:00:00,33.53,34.6,33.52,33.95,4659.0,,,,,
2013-12-18/00:00:00,33.95,34.5,33.53,34.07,7076.0,,,,,
2013-12-19/00:00:00,34.07,34.91,33.3,33.88,12640.0,,,,,
2013-12-22/00:00:00,33.88,33.17,33.0,33.02,6800.0,,,,,
2013-12-23/00:00:00,33.02,33.5,32.3,32.64,8432.0,,,,,
2013-12-24/00:00:00,32.64,34.78,32.45,33.99,14759.0,,,,,
2013-12-25/00:00:00,33.99,36.9,34.65,35.96,34812.0,,,,,
2013-12-26/00:00:00,35.96,36.5,34.7,35.58,21984.0,,,,,
2013-12-29/00:00:00,35.58,35.9,34.25,34.74,7275.0,,,,,
2013-12-30/00:00:00,34.74,35.7,34.5,35.29,14347.0,,,,,
2013-12-31/00:00:00,35.29,36.0,34.26,34.86,12515.0,,,,,
2014-01-02/00:00:00,34.86,35.97,34.27,34.86,14350.0,,,,,
2014-01-05/00:00:00,34.86,35.89,34.53,34.98,6060.0,,,,,
2014-01-06/00:00:00,34.98,35.43,34.4,34.91,15290.0,,,,,
2014-01-08/00:00:00,34.91,37.5,35.39,36.47,34836.0,,,,,
2014-01-09/00:00:00,36.47,38.5,37.4,38.11,41437.0,,,,,
2014-01-12/00:00:00,38.11,38.01,36.5,37.5,34868.0,,,,,
2014-01-14/00:00:00,37.5,39.35,37.0,38.13,27248.0,,,,,
2014-01-15/00:00:00,38.13,39.5,37.03,38.56,12163.0,,,,,
2014-01-16/00:00:00,38.56,38.7,36.0,36.63,18610.0,,,,,
2014-01-19/00:00:00,36.63,36.5,35.51,35.98,16285.0,,,,,
2014-01-20/00:00:00,35.98,36.75,35.42,36.15,7458.0,,,,,
2014-01-21/00:00:00,36.15,38.01,35.0,36.66,25807.0,,,,,
2014-01-22/00:00:00,36.66,38.25,37.0,37.57,12711.0,,,,,
2014-01-23/00:00:00,37.57,38.0,36.62,37.29,17008.0,,,,,
2014-01-26/00:00:00,37.29,37.28,36.3,36.46,4786.0,,,,,
