date,open,high,low,close,volume,0,1,2,3,4
2010-12-19/00:00:00,37.66,38.94,36.1,37.63,15862.0,,,,,
2010-12-20/00:00:00,38.49,40.97,37.76,39.36,25997.0,,,,,
2010-12-21/00:00:00,38.58,39.78,37.05,38.54,13430.0,,,,,
2010-12-22/00:00:00,37.25,39.5,37.25,38.92,10481.0,,,,,
2010-12-23/00:00:00,38.6,41.88,38.6,40.6,41782.0,,,,,
2010-12-26/00:00:00,40.99,41.49,40.06,40.94,19593.0,,,,,
2010-12-27/00:00:00,41.0,46.0,40.07,42.83,62805.0,,,,,
2010-12-28/00:00:00,45.99,48.0,44.81,46.25,58650.0,,,,,
2010-12-29/00:00:00,45.0,50.0,44.56,47.19,34387.0,,,,,
2010-12-30/00:00:00,49.5,54.0,49.5,51.67,50165.0,,,,,
2011-01-02/00:00:00,53.9,56.25,51.0,52.81,30819.0,,,,,
2011-01-03/00:00:00,53.0,55.98,51.73,53.39,39564.0,,,,,
2011-01-04/00:00:00,55.9,60.4,55.0,58.38,30448.0,,,,,
2011-01-05/00:00:00,59.95,61.0,57.26,58.77,26082.0,,,,,
2011-01-06/00:00:00,58.98,69.88,57.3,64.3,52752.0,,,,,
2011-01-10/00:00:00,69.98,77.16,69.9,75.68,47549.0,,,,,
2011-01-11/00:00:00,77.6,86.89,72.02,77.21,65430.0,,,,,
2011-01-12/00:00:00,75.5,79.79,73.0,75.09,35370.0,,,,,
2011-01-13/00:00:00,73.99,76.0,66.66,71.17,39437.0,,,,,
2011-01-16/00:00:00,69.0,69.89,64.0,65.85,55997.0,,,,,
2011-01-17/00:00:00,69.98,73.9,63.5,67.81,34501.0,,,,,
2011-01-18/00:00:00,69.0,69.0,57.01,63.39,46057.0,,,,,
2011-01-19/00:00:00,58.05,63.0,55.25,59.75,21056.0,,,,,
2011-01-20/00:00:00,62.5,65.9,60.01,63.94,29778.0,,,,,
2011-01-23/00:00:00,66.5,67.5,61.15,63.16,28541.0,,,,,
2011-01-24/00:00:00,62.0,65.95,62.0,64.23,17875.0,,,,,
2011-01-26/00:00:00,59.99,60.0,48.6,54.59,29716.0,,,,,
2011-01-27/00:00:00,47.01,47.01,43.68,43.84,28363.0,,,,,
2011-03-27/00:00:00,39.46,48.22,39.46,46.43,15866.0,,,,,
2011-03-28/00:00:00,51.07,51.07,47.1,48.66,11875.0,,,,,
2011-03-29/00:00:00,48.0,49.89,45.73,46.78,16066.0,,,,,
2011-03-30/00:00:00,45.11,49.1,44.51,48.18,10820.0,,,,,
2011-03-31/00:00:00,46.01,47.89,45.76,46.45,12455.0,,,,,
2011-04-03/00:00:00,48.86,51.09,46.15,49.81,20903.0,,,,,
2011-04-04/00:00:00,54.0,54.0,48.5,52.25,24268.0,,,,,
2011-04-05/00:00:00,51.5,56.48,50.12,53.33,30876.0,,,,,
2011-04-06/00:00:00,52.1,56.88,52.02,54.13,51204.0,,,,,
2011-04-07/00:00:00,50.5,53.0,50.0,51.64,39911.0,,,,,
2011-04-10/00:00:00,50.25,54.0,49.49,51.56,54973.0,,,,,
2011-04-11/00:00:00,51.95,54.0,50.3,51.77,42549.0,,,,,
2011-04-12/00:00:00,50.71,52.4,50.25,51.06,51410.0,,,,,
2011-04-13/00:00:00,51.9,55.93,51.9,53.62,79936.0,,,,,
2011-04-14/00:00:00,56.58,58.98,54.98,57.21,108833.0,,,,,
2011-04-17/00:00:00,60.05,62.09,57.8,60.06,92740.0,,,,,
2011-04-18/00:00:00,58.51,63.88,57.51,60.27,54598.0,,,,,
2011-04-19/00:00:00,66.01,66.01,61.9,63.39,65152.0,,,,,
2011-04-20/00:00:00,69.72,69.72,61.3,62.57,41395.0,,,,,
2011-04-21/00:00:00,68.82,68.82,61.78,63.72,63133.0,,,,,
2011-04-26/00:00:00,64.0,66.88,63.5,65.26,53223.0,,,,,
2011-04-27/00:00:00,71.75,71.75,65.2,68.21,53868.0,,,,,
2011-04-28/00:00:00,75.01,75.01,67.0,72.47,61930.0,,,,,
2011-05-02/00:00:00,76.1,77.99,72.5,75.62,62260.0,,,,,
2011-05-03/00:00:00,73.0,74.39,71.3,72.95,57488.0,,,,,
2011-05-04/00:00:00,73.96,76.95,72.94,74.93,46166.0,,,,,
2011-05-05/00:00:00,82.0,82.0,73.78,74.8,37359.0,,,,,
2011-05-08/00:00:00,72.8,73.95,69.02,71.45,48295.0,,,,,
2011-05-09/00:00:00,70.75,74.95,70.72,73.36,40996.0,,,,,
2011-05-10/00:00:00,72.35,73.99,70.5,71.57,34749.0,,,,,
2011-05-11/00:00:00,71.98,76.9,71.26,74.48,79570.0,,,,,
2011-05-12/00:00:00,75.0,75.85,73.15,74.27,32585.0,,,,,
2011-05-15/00:00:00,73.95,76.2,73.35,74.86,39137.0,,,,,
2011-05-16/00:00:00,74.89,75.44,71.8,73.75,49014.0,,,,,
2011-05-17/00:00:00,71.72,73.97,71.72,72.76,21844.0,,,,,
2011-05-18/00:00:00,73.0,74.75,71.76,73.04,46276.0,,,,,
2011-05-19/00:00:00,72.36,74.0,71.5,72.33,21463.0,,,,,
2011-05-22/00:00:00,73.99,76.76,73.99,75.55,80225.0,,,,,
2011-05-23/00:00:00,76.48,82.9,75.86,79.54,91909.0,,,,,
2011-05-24/00:00:00,85.77,85.77,79.01,81.28,49058.0,,,,,
2011-05-25/00:00:00,79.01,81.68,76.2,78.94,43390.0,,,,,
2011-05-26/00:00:00,77.0,79.74,77.0,78.29,32135.0,,,,,
2011-05-29/00:00:00,80.0,81.99,78.52,79.97,37899.0,,,,,
2011-05-30/00:00:00,79.11,80.39,77.78,78.77,30475.0,,,,,
2011-05-31/00:00:00,79.49,81.95,78.78,80.59,48577.0,,,,,
2011-06-01/00:00:00,82.0,83.49,80.0,82.3,61596.0,,,,,
2011-06-02/00:00:00,81.66,82.46,79.03,81.08,39618.0,,,,,
2011-06-05/00:00:00,83.0,83.9,80.3,81.81,39754.0,,,,,
2011-06-06/00:00:00,80.5,81.78,78.7,79.91,41601.0,,,,,
2011-06-07/00:00:00,80.59,80.7,78.58,79.45,36371.0,,,,,
2011-06-08/00:00:00,80.0,82.78,78.61,80.83,48738.0,,,,,
2011-06-09/00:00:00,82.5,82.74,79.8,80.83,19976.0,,,,,
2011-06-12/00:00:00,80.05,82.69,80.0,81.87,40570.0,,,,,
2011-06-13/00:00:00,81.72,84.84,81.72,83.42,40108.0,,,,,
2011-06-14/00:00:00,83.01,84.43,82.25,83.41,36335.0,,,,,
2011-06-15/00:00:00,83.99,84.0,81.83,82.51,17610.0,,,,,
2011-06-16/00:00:00,82.02,83.9,80.41,82.5,23489.0,,,,,
2011-06-19/00:00:00,82.5,82.7,79.21,80.97,25513.0,,,,,
2011-06-20/00:00:00,81.49,86.4,80.0,84.0,79326.0,,,,,
2011-06-21/00:00:00,83.5,86.5,83.5,85.57,23341.0,,,,,
2011-06-22/00:00:00,84.97,84.98,81.92,82.62,16931.0,,,,,
2011-06-23/00:00:00,83.24,83.85,81.85,82.53,17196.0,,,,,
2011-06-26/00:00:00,82.55,83.99,81.28,81.88,13164.0,,,,,
2011-06-27/00:00:00,83.39,83.4,79.99,81.0,19973.0,,,,,
2011-06-28/00:00:00,81.96,82.8,80.0,81.48,19239.0,,,,,
2011-06-29/00:00:00,83.0,83.0,76.1,79.43,26225.0,,,,,
2011-06-30/00:00:00,78.9,80.79,77.04,78.9,22746.0,,,,,
2011-07-03/00:00:00,80.02,80.85,78.17,79.68,17848.0,,,,,
2011-07-04/00:00:00,79.98,79.99,76.52,77.79,12207.0,,,,,
2011-07-05/00:00:00,76.5,81.0,76.0,78.58,25695.0,,,,,
2011-07-06/00:00:00,77.5,78.19,74.5,76.38,24295.0,,,,,
2011-07-07/00:00:00,74.0,78.69,73.8,77.35,30259.0,,,,,
2011-07-10/00:00:00,79.5,80.7,75.61,78.19,16272.0,,,,,
2011-07-11/00:00:00,75.26,75.85,71.83,73.59,18664.0,,,,,
2011-07-12/00:00:00,71.99,74.0,66.5,69.68,21626.0,,,,,
2011-07-13/00:00:00,74.5,75.0,70.75,73.82,17989.0,,,,,
2011-07-14/00:00:00,74.69,76.0,72.5,74.76,14964.0,,,,,
2011-07-17/00:00:00,77.75,80.97,76.0,79.11,34703.0,,,,,
2011-07-18/00:00:00,78.4,82.0,78.05,79.39,26557.0,,,,,
2011-07-19/00:00:00,79.98,81.7,79.37,80.37,29546.0,,,,,
2011-07-20/00:00:00,82.0,83.48,81.95,82.89,40298.0,,,,,
2011-07-21/00:00:00,83.0,85.84,83.0,84.5,31052.0,,,,,
2011-07-25/00:00:00,83.6,84.49,81.0,82.61,23521.0,,,,,
2011-07-26/00:00:00,80.04,83.4,77.56,79.95,39789.0,,,,,
2011-07-27/00:00:00,79.99,80.79,77.02,78.33,23084.0,,,,,
2011-07-28/00:00:00,77.76,80.24,77.76,79.04,14814.0,,,,,
2011-07-31/00:00:00,80.13,86.94,80.13,83.93,52393.0,,,,,
2011-08-01/00:00:00,82.53,84.99,82.05,83.28,7899.0,,,,,
2011-08-02/00:00:00,79.27,82.95,79.27,80.89,14193.0,,,,,
2011-08-03/00:00:00,81.27,83.0,80.57,81.23,6413.0,,,,,
2011-08-04/00:00:00,79.42,81.03,79.01,80.1,12150.0,,,,,
2011-08-07/00:00:00,79.0,79.0,75.06,77.36,16731.0,,,,,
2011-08-08/00:00:00,80.0,80.89,74.0,75.23,11222.0,,,,,
2011-08-09/00:00:00,72.6,74.32,67.71,69.02,16893.0,,,,,
2011-08-10/00:00:00,74.0,75.92,73.0,75.21,20756.0,,,,,
2011-08-11/00:00:00,75.0,80.99,75.0,78.3,19200.0,,,,,
2011-08-14/00:00:00,79.5,86.0,77.01,83.5,61796.0,,,,,
2011-08-15/00:00:00,91.85,91.85,85.0,91.45,34272.0,,,,,
2011-08-16/00:00:00,100.59,100.59,92.26,98.41,70322.0,,,,,
2011-08-17/00:00:00,94.01,95.5,89.6,91.96,47823.0,,,,,
2011-08-18/00:00:00,88.9,96.99,88.9,93.22,44648.0,,,,,
2011-08-21/00:00:00,88.5,93.48,85.0,90.93,32395.0,,,,,
2011-08-22/00:00:00,94.45,96.95,94.1,95.38,24443.0,,,,,
2011-08-23/00:00:00,96.8,97.75,92.3,94.99,21476.0,,,,,
2011-08-24/00:00:00,92.5,93.51,90.6,91.95,26009.0,,,,,
2011-08-25/00:00:00,91.01,97.5,90.01,95.09,24166.0,,,,,
2011-08-28/00:00:00,96.97,96.98,93.02,93.97,10135.0,,,,,
2011-08-29/00:00:00,93.4,96.0,93.11,95.24,15385.0,,,,,
2011-09-04/00:00:00,94.7,96.45,94.01,95.08,19066.0,,,,,
2011-09-05/00:00:00,95.0,95.99,91.0,92.78,46081.0,,,,,
2011-09-06/00:00:00,91.06,94.25,90.66,92.19,17563.0,,,,,
2011-09-07/00:00:00,90.52,92.88,88.56,90.65,18443.0,,,,,
2011-09-08/00:00:00,90.0,92.5,89.08,91.04,29653.0,,,,,
2011-09-11/00:00:00,89.51,93.48,89.51,92.1,15288.0,,,,,
2011-09-12/00:00:00,90.5,92.42,88.26,89.87,19924.0,,,,,
2011-09-13/00:00:00,91.87,91.89,86.25,88.15,17514.0,,,,,
2011-09-14/00:00:00,88.02,89.5,84.0,85.54,30657.0,,,,,
2011-09-15/00:00:00,84.6,86.6,80.01,83.09,26805.0,,,,,
2011-09-18/00:00:00,84.9,86.5,80.17,82.85,15956.0,,,,,
2011-09-19/00:00:00,79.01,91.05,78.5,87.0,32126.0,,,,,
2011-09-20/00:00:00,91.11,93.8,86.6,89.53,26277.0,,,,,
2011-09-21/00:00:00,88.0,93.5,87.6,90.82,37290.0,,,,,
2011-09-22/00:00:00,87.03,88.1,84.5,85.81,25888.0,,,,,
2011-09-25/00:00:00,77.23,82.51,77.23,77.26,27031.0,,,,,
2011-09-26/00:00:00,71.5,77.0,70.42,74.35,31525.0,,,,,
2011-09-27/00:00:00,76.68,76.7,67.66,71.64,30928.0,,,,,
2011-09-28/00:00:00,66.01,66.01,64.48,64.58,14810.0,,,,,
2011-09-29/00:00:00,58.31,65.0,58.31,63.63,15965.0,,,,,
2011-10-02/00:00:00,67.0,67.6,63.3,64.49,6578.0,,,,,
2011-10-03/00:00:00,61.99,61.99,58.05,58.82,25906.0,,,,,
2011-10-04/00:00:00,53.17,57.5,52.94,54.16,18479.0,,,,,
2011-10-05/00:00:00,51.5,53.5,48.75,49.73,24475.0,,,,,
2011-10-09/00:00:00,50.45,54.6,48.55,52.56,17566.0,,,,,
2011-10-10/00:00:00,50.11,52.69,48.99,51.16,7224.0,,,,,
2011-10-11/00:00:00,52.49,54.01,52.0,53.09,10197.0,,,,,
2011-10-12/00:00:00,51.87,53.9,51.7,52.59,10107.0,,,,,
2011-10-13/00:00:00,54.16,55.94,53.65,54.78,18234.0,,,,,
2011-10-16/00:00:00,56.8,59.2,56.8,58.32,14497.0,,,,,
2011-10-17/00:00:00,58.0,59.25,55.55,57.41,15527.0,,,,,
2011-10-18/00:00:00,56.0,63.0,55.55,60.27,33717.0,,,,,
2011-10-19/00:00:00,63.0,64.0,61.5,62.73,11239.0,,,,,
2011-10-20/00:00:00,61.52,65.97,61.52,64.3,13940.0,,,,,
2011-10-23/00:00:00,65.9,66.89,63.2,64.3,11866.0,,,,,
2011-10-24/00:00:00,63.0,64.5,60.0,61.86,16848.0,,,,,
2011-10-25/00:00:00,61.0,62.65,60.45,61.44,14625.0,,,,,
2011-10-26/00:00:00,61.0,62.29,59.0,61.07,18382.0,,,,,
2011-10-27/00:00:00,61.5,64.0,61.5,62.92,13684.0,,,,,
2011-10-30/00:00:00,61.5,64.0,60.7,61.91,11069.0,,,,,
2011-10-31/00:00:00,60.5,61.5,59.53,60.53,12417.0,,,,,
2011-11-01/00:00:00,60.0,61.3,59.32,60.31,11801.0,,,,,
2011-11-02/00:00:00,60.0,61.9,60.0,60.56,10775.0,,,,,
2011-11-03/00:00:00,62.7,62.75,60.82,61.45,2453.0,,,,,
2011-11-09/00:00:00,61.31,61.31,59.59,60.29,5528.0,,,,,
2011-11-10/00:00:00,59.02,59.98,57.72,58.8,10320.0,,,,,
2011-11-13/00:00:00,58.05,58.05,52.92,54.17,13830.0,,,,,
2011-11-14/00:00:00,50.09,51.16,49.21,50.06,16499.0,,,,,
2011-11-15/00:00:00,50.0,52.44,50.0,50.74,15814.0,,,,,
2011-11-16/00:00:00,50.13,53.0,50.13,52.53,9077.0,,,,,
2011-11-17/00:00:00,51.5,51.5,49.8,50.99,6971.0,,,,,
2011-11-20/00:00:00,46.0,51.57,46.0,49.41,11714.0,,,,,
2011-11-21/00:00:00,46.62,46.62,44.47,45.02,15379.0,,,,,
2011-11-22/00:00:00,40.54,44.97,40.52,40.56,7085.0,,,,,
2011-11-23/00:00:00,43.5,44.61,38.01,43.71,17144.0,,,,,
2011-11-24/00:00:00,46.0,46.0,43.25,44.37,8469.0,,,,,
2011-11-29/00:00:00,45.2,48.8,45.2,48.56,8747.0,,,,,
2011-11-30/00:00:00,51.97,51.97,49.01,49.96,10944.0,,,,,
2011-12-01/00:00:00,52.0,53.0,48.06,52.0,17686.0,,,,,
2011-12-04/00:00:00,53.89,54.0,50.5,51.6,16348.0,,,,,
2011-12-05/00:00:00,50.17,53.25,50.1,51.56,16128.0,,,,,
2011-12-06/00:00:00,52.48,52.74,51.0,51.66,17228.0,,,,,
2011-12-07/00:00:00,51.23,52.85,49.6,50.85,14866.0,,,,,
2011-12-08/00:00:00,50.8,52.0,49.8,51.09,15132.0,,,,,
2011-12-11/00:00:00,52.25,52.48,49.64,50.97,14182.0,,,,,
2011-12-12/00:00:00,49.15,49.15,47.17,48.43,9901.0,,,,,
2011-12-13/00:00:00,49.0,50.4,47.53,48.85,11110.0,,,,,
2011-12-14/00:00:00,49.01,49.59,48.01,48.55,6617.0,,,,,
2011-12-15/00:00:00,48.0,49.47,48.0,48.9,10594.0,,,,,
2011-12-18/00:00:00,46.02,47.49,46.0,46.21,9893.0,,,,,
2011-12-19/00:00:00,47.0,48.68,46.21,47.23,9385.0,,,,,
2011-12-20/00:00:00,45.0,46.0,44.0,44.56,6427.0,,,,,
2011-12-21/00:00:00,46.0,46.0,42.08,43.64,6822.0,,,,,
2011-12-22/00:00:00,42.06,44.44,41.25,43.39,8832.0,,,,,
2011-12-25/00:00:00,46.93,47.0,44.55,45.83,9093.0,,,,,
2011-12-26/00:00:00,44.74,44.74,43.0,43.72,8040.0,,,,,
2011-12-27/00:00:00,44.86,44.88,40.6,42.23,8830.0,,,,,
2011-12-28/00:00:00,40.5,42.7,39.94,41.45,14622.0,,,,,
2011-12-29/00:00:00,41.75,42.99,41.4,42.15,6002.0,,,,,
2012-01-02/00:00:00,44.63,44.73,42.5,43.05,2523.0,,,,,
2012-01-03/00:00:00,42.9,42.93,41.78,42.12,6407.0,,,,,
2012-01-04/00:00:00,42.99,43.2,42.09,42.82,9148.0,,,,,
2012-01-05/00:00:00,41.6,42.5,41.1,41.68,2052.0,,,,,
2012-01-09/00:00:00,41.5,41.5,40.12,40.8,6978.0,,,,,
2012-01-10/00:00:00,41.5,42.49,41.0,42.1,5079.0,,,,,
2012-01-11/00:00:00,41.5,42.37,41.15,41.74,6217.0,,,,,
2012-01-12/00:00:00,42.0,42.9,41.7,42.32,5418.0,,,,,
2012-01-15/00:00:00,42.65,45.25,42.65,44.31,27399.0,,,,,
2012-01-16/00:00:00,43.7,44.99,43.01,43.69,9131.0,,,,,
2012-01-17/00:00:00,43.25,46.48,42.8,45.42,28947.0,,,,,
2012-01-18/00:00:00,45.17,46.65,43.53,45.1,11405.0,,,,,
2012-01-19/00:00:00,43.6,44.0,42.5,43.06,15354.0,,,,,
2012-01-22/00:00:00,42.21,42.41,41.75,42.06,15212.0,,,,,
2012-01-23/00:00:00,42.01,44.25,42.01,43.54,6831.0,,,,,
2012-01-24/00:00:00,43.35,47.89,43.35,46.61,45294.0,,,,,
2012-01-26/00:00:00,51.27,51.27,49.5,50.84,19028.0,,,,,
2012-01-29/00:00:00,52.0,54.0,50.0,51.92,34573.0,,,,,
2012-01-30/00:00:00,52.0,55.3,49.25,53.5,28918.0,,,,,
2012-01-31/00:00:00,55.0,58.85,55.0,58.48,19236.0,,,,,
2012-02-01/00:00:00,61.89,64.26,59.0,60.58,29903.0,,,,,
2012-02-02/00:00:00,55.16,61.5,55.0,58.31,32118.0,,,,,
2012-02-06/00:00:00,56.15,62.0,54.56,59.48,24431.0,,,,,
2012-02-07/00:00:00,58.0,61.38,58.0,60.29,16738.0,,,,,
2012-02-08/00:00:00,60.5,63.89,59.5,61.84,52035.0,,,,,
2012-02-09/00:00:00,60.1,61.8,58.07,59.29,25623.0,,,,,
2012-02-12/00:00:00,61.61,61.79,60.0,60.93,34530.0,,,,,
2012-02-13/00:00:00,62.0,62.99,59.5,60.31,33799.0,,,,,
2012-02-14/00:00:00,60.0,62.19,59.14,60.61,34495.0,,,,,
2012-02-15/00:00:00,60.0,66.67,59.65,64.64,71568.0,,,,,
2012-02-16/00:00:00,68.78,70.0,67.01,68.66,28916.0,,,,,
2012-02-19/00:00:00,68.5,69.5,66.07,67.45,31611.0,,,,,
2012-02-20/00:00:00,66.2,68.0,63.04,65.51,28023.0,,,,,
2012-02-21/00:00:00,63.35,66.49,61.07,63.2,34827.0,,,,,
2012-02-22/00:00:00,61.35,63.8,61.0,62.44,25391.0,,,,,
2012-02-23/00:00:00,63.99,68.6,63.99,66.83,48261.0,,,,,
2012-02-26/00:00:00,68.68,71.7,68.01,69.78,20795.0,,,,,
2012-02-27/00:00:00,69.4,70.68,66.03,68.5,28053.0,,,,,
2012-02-28/00:00:00,68.89,68.99,65.5,67.1,25366.0,,,,,
2012-02-29/00:00:00,66.0,66.4,63.31,64.62,61359.0,,,,,
2012-03-01/00:00:00,64.0,67.1,64.0,66.0,23668.0,,,,,
2012-03-04/00:00:00,67.0,70.0,65.0,66.52,27794.0,,,,,
2012-03-05/00:00:00,65.01,66.7,64.71,65.55,15022.0,,,,,
2012-03-06/00:00:00,66.75,69.49,66.1,68.31,45616.0,,,,,
2012-03-07/00:00:00,68.89,75.14,68.02,73.59,86702.0,,,,,
2012-03-08/00:00:00,76.0,76.86,72.5,74.22,36078.0,,,,,
2012-03-11/00:00:00,73.0,75.0,69.7,71.71,41441.0,,,,,
2012-03-12/00:00:00,70.01,72.65,68.0,70.32,33356.0,,,,,
2012-03-13/00:00:00,69.9,72.0,66.06,68.76,44996.0,,,,,
2012-03-14/00:00:00,68.76,70.7,66.25,69.13,20726.0,,,,,
2012-03-15/00:00:00,69.13,71.0,68.5,69.77,11316.0,,,,,
2012-03-18/00:00:00,69.77,68.25,66.08,67.21,18368.0,,,,,
2012-03-19/00:00:00,67.21,68.5,63.07,66.35,15054.0,,,,,
2012-03-20/00:00:00,66.35,68.65,64.8,67.51,10347.0,,,,,
2012-03-21/00:00:00,67.51,72.0,66.76,69.91,25880.0,,,,,
2012-03-22/00:00:00,69.91,70.0,67.6,68.14,12956.0,,,,,
2012-03-25/00:00:00,68.14,69.44,63.1,64.95,24856.0,,,,,
2012-03-26/00:00:00,64.95,64.83,61.33,63.23,16154.0,,,,,
2012-03-27/00:00:00,63.23,65.4,61.45,63.6,11532.0,,,,,
2012-03-28/00:00:00,63.6,64.8,61.35,63.56,14540.0,,,,,
2012-03-29/00:00:00,63.56,64.39,61.51,62.18,14784.0,,,,,
2012-04-01/00:00:00,62.18,62.57,60.52,60.97,6702.0,,,,,
2012-04-02/00:00:00,60.97,62.49,58.11,60.24,12499.0,,,,,
2012-04-03/00:00:00,60.24,61.0,58.6,59.7,13929.0,,,,,
2012-04-04/00:00:00,59.7,60.5,56.65,58.34,15974.0,,,,,
2012-04-05/00:00:00,58.34,59.45,55.61,57.21,14982.0,,,,,
2012-04-08/00:00:00,57.21,57.99,55.15,56.28,10185.0,,,,,
2012-04-09/00:00:00,56.28,55.5,51.5,53.16,16981.0,,,,,
2012-04-10/00:00:00,53.16,53.65,48.63,51.52,11126.0,,,,,
2012-04-11/00:00:00,51.52,53.89,50.0,51.91,17196.0,,,,,
2012-04-12/00:00:00,51.91,54.46,51.91,52.78,7303.0,,,,,
2012-04-17/00:00:00,52.78,52.15,50.5,51.6,7262.0,,,,,
2012-04-18/00:00:00,51.6,52.33,50.6,51.37,7695.0,,,,,
2012-04-19/00:00:00,51.37,53.88,50.71,52.03,8884.0,,,,,
2012-04-22/00:00:00,52.03,56.38,52.03,55.01,13553.0,,,,,
2012-04-23/00:00:00,55.01,56.0,52.7,54.56,14132.0,,,,,
2012-04-24/00:00:00,54.56,55.11,53.11,54.28,12530.0,,,,,
2012-04-26/00:00:00,54.28,55.87,52.71,54.4,15223.0,,,,,
2012-04-29/00:00:00,54.4,54.0,52.25,53.07,10279.0,,,,,
2012-04-30/00:00:00,53.07,53.55,51.19,52.17,8908.0,,,,,
2012-05-02/00:00:00,52.17,52.0,49.31,50.67,11293.0,,,,,
2012-05-03/00:00:00,50.67,52.0,50.0,51.06,6567.0,,,,,
2012-05-06/00:00:00,51.06,53.32,51.5,52.47,12158.0,,,,,
2012-05-07/00:00:00,52.47,53.0,51.75,52.06,7533.0,,,,,
2012-05-08/00:00:00,52.06,52.51,51.03,51.7,11751.0,,,,,
2012-05-09/00:00:00,51.7,51.04,50.02,50.38,9624.0,,,,,
2012-05-10/00:00:00,50.38,51.2,49.72,50.24,8120.0,,,,,
2012-05-13/00:00:00,50.24,52.0,50.56,51.09,11825.0,,,,,
2012-05-14/00:00:00,51.09,50.2,49.65,49.98,11404.0,,,,,
2012-05-15/00:00:00,49.98,49.62,48.01,48.93,12810.0,,,,,
2012-05-16/00:00:00,48.93,49.68,47.45,48.74,4890.0,,,,,
2012-05-17/00:00:00,48.74,48.01,45.6,46.34,10664.0,,,,,
2012-05-20/00:00:00,46.34,45.01,43.13,44.58,5850.0,,,,,
2012-05-21/00:00:00,44.58,45.75,43.9,45.0,6410.0,,,,,
2012-05-22/00:00:00,45.0,45.8,44.85,45.34,5354.0,,,,,
2012-05-23/00:00:00,45.34,47.39,45.7,46.48,9277.0,,,,,
2012-05-24/00:00:00,46.48,47.84,46.2,47.14,3526.0,,,,,
2012-05-27/00:00:00,47.14,45.75,44.2,45.02,9494.0,,,,,
2012-05-28/00:00:00,45.02,45.83,43.51,44.23,6829.0,,,,,
2012-05-29/00:00:00,44.23,44.0,42.5,42.86,10040.0,,,,,
2012-05-30/00:00:00,42.86,44.0,42.51,43.24,7694.0,,,,,
2012-05-31/00:00:00,43.24,43.0,41.25,42.33,7907.0,,,,,
2012-06-03/00:00:00,42.33,41.8,40.0,41.11,4403.0,,,,,
2012-06-04/00:00:00,41.11,41.97,40.26,40.95,4211.0,,,,,
2012-06-05/00:00:00,37.31,40.9,37.52,39.13,12975.0,,,,,
2012-06-06/00:00:00,39.13,40.62,38.65,39.76,7413.0,,,,,
2012-06-07/00:00:00,39.76,40.36,39.06,39.75,5023.0,,,,,
2012-06-10/00:00:00,39.75,39.99,38.31,39.01,5206.0,,,,,
2012-06-11/00:00:00,39.01,38.6,37.66,38.0,4265.0,,,,,
2012-06-12/00:00:00,38.0,39.5,38.0,38.77,10025.0,,,,,
2012-06-13/00:00:00,38.77,38.44,37.5,37.93,4464.0,,,,,
2012-06-14/00:00:00,37.93,40.25,37.02,38.87,11465.0,,,,,
2012-06-18/00:00:00,38.87,40.01,38.0,38.7,3371.0,,,,,
2012-06-19/00:00:00,38.7,37.99,36.01,36.6,2278.0,,,,,
2012-06-20/00:00:00,36.6,38.49,36.91,37.83,3486.0,,,,,
2012-06-21/00:00:00,37.83,37.8,36.36,37.04,3098.0,,,,,
2012-06-24/00:00:00,37.04,39.8,38.5,39.02,4626.0,,,,,
2012-06-25/00:00:00,39.02,42.92,40.44,42.7,12748.0,,,,,
2012-06-26/00:00:00,42.7,46.46,44.01,45.21,16788.0,,,,,
2012-06-27/00:00:00,45.21,46.93,43.52,44.74,15970.0,,,,,
2012-06-28/00:00:00,44.74,47.35,44.01,45.83,15458.0,,,,,
2012-07-02/00:00:00,45.83,49.8,47.13,48.58,11284.0,,,,,
2012-07-03/00:00:00,48.58,49.89,47.99,48.82,13998.0,,,,,
2012-07-04/00:00:00,48.82,48.5,47.25,47.9,13299.0,,,,,
2012-07-05/00:00:00,47.9,49.2,48.0,48.48,9655.0,,,,,
2012-07-08/00:00:00,48.48,49.13,44.75,47.29,8418.0,,,,,
2012-07-09/00:00:00,47.29,45.5,43.26,44.2,17764.0,,,,,
2012-07-10/00:00:00,44.2,45.06,43.5,44.58,5261.0,,,,,
2012-07-11/00:00:00,44.58,49.03,44.25,45.97,48424.0,,,,,
2012-07-12/00:00:00,45.97,50.29,48.25,49.45,20054.0,,,,,
2012-07-15/00:00:00,49.45,49.75,46.6,47.47,10019.0,,,,,
2012-07-16/00:00:00,47.47,49.98,46.5,48.17,8394.0,,,,,
2012-07-17/00:00:00,48.17,49.0,47.35,48.0,6422.0,,,,,
2012-07-18/00:00:00,48.0,48.5,46.8,47.68,8015.0,,,,,
2012-07-19/00:00:00,47.68,48.5,47.0,47.87,2190.0,,,,,
2012-07-22/00:00:00,47.87,48.8,47.3,47.51,1695.0,,,,,
2012-07-24/00:00:00,47.51,47.5,45.1,46.44,9186.0,,,,,
2012-07-25/00:00:00,46.44,46.99,45.5,45.95,4096.0,,,,,
2012-07-26/00:00:00,45.95,47.17,46.05,46.69,2455.0,,,,,
2012-07-29/00:00:00,46.69,47.0,46.17,46.33,1670.0,,,,,
2012-07-30/00:00:00,46.33,50.0,46.25,47.67,20726.0,,,,,
2012-07-31/00:00:00,47.67,48.74,47.71,48.24,3000.0,,,,,
2012-08-01/00:00:00,48.24,48.8,47.0,47.91,11350.0,,,,,
